"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Great Tit","Parus major",,"Fernand Deroussen",2019-11-30,08:00,"Bois de Vincennes, Paris, Île-de-France",France,48.8286,2.4363,60,"adult, call, male, sex uncertain","

bird-seen:yes

playback-used:no",,509459,//creativecommons.org/licenses/by-nc-nd/4.0/
"Great Tit","Parus major",,"Fernand DEROUSSEN",2011-01-30,08:30,"Paris, Paris, Île-de-France",France,48.8264,2.4144,50,song,"2em ind

bird-seen:yes

playback-used:no",,143090,//creativecommons.org/licenses/by-nc-nd/3.0/
"Great Tit","Parus major",,"Fernand DEROUSSEN",2013-06-14,08:00,"Paris, Paris, Île-de-France",France,48.8277,2.4239,50,"call, juvenile","

bird-seen:yes

playback-used:no",,138382,//creativecommons.org/licenses/by-nc-nd/3.0/
"Eurasian Skylark","Alauda arvensis",,"Tanguy Loïs",2022-01-20,08:30,"Arrondissement de Rambouillet (near  Raizeux), Yvelines, Île-de-France",France,48.6321,1.6597,140,"flight call","

bird-seen:yes

playback-used:no",,697945,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Skylark","Alauda arvensis",,"Stanislas Wroza",2020-04-18,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"alarm call, flight call, rapidfire","

bird-seen:yes

playback-used:no",,547109,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Skylark","Alauda arvensis",,"Stanislas Wroza",2020-04-18,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"alarm call, flight call, rapidfire","

bird-seen:yes

playback-used:no",,547108,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Skylark","Alauda arvensis",,"Stanislas Wroza",2020-04-18,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"alarm call, flight call, rapidfire","

bird-seen:yes

playback-used:no",,547106,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Skylark","Alauda arvensis",,"Tanguy Loïs",2020-02-21,09:00,"Saint-Hilarion, Yvelines, Île-de-France",France,48.6308,1.7219,170,song,"

bird-seen:yes

playback-used:no",,528943,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Skylark","Alauda arvensis",,"Stanislas Wroza",2020-01-18,09:00,"Corbreuse, Essonne, Île-de-France",France,48.4767,1.9342,150,"flight call","

bird-seen:yes

playback-used:no",,522159,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Skylark","Alauda arvensis",arvensis,"julien Rochefort",2016-03-11,11:00,"Prunay-sur-Essonne, Essonne, Île-de-France",France,48.352,2.3572,110,call,"Two birds fighting in flight near ground.

bird-seen:yes",,307760,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Skylark","Alauda arvensis",arvensis,"julien Rochefort",2013-09-08,11:00,"Prunay-sur-Essonne, Essonne, Île-de-France",France,48.352,2.3572,110,"flight call","4 birds flying off. 

bird-seen:yes

playback-used:no",,147421,//creativecommons.org/licenses/by-nc-sa/3.0/
"Crested Lark","Galerida cristata",,"Stanislas Wroza",2020-01-18,09:00,"Corbreuse, Essonne, Île-de-France",France,48.4767,1.9342,150,"flight call","

bird-seen:yes

playback-used:no",,522188,//creativecommons.org/licenses/by-nc-sa/4.0/
"Crested Lark","Galerida cristata",,"Stanislas Wroza",2020-01-18,09:00,"Corbreuse, Essonne, Île-de-France",France,48.4767,1.9342,150,"flight call","

bird-seen:yes

playback-used:no",,522186,//creativecommons.org/licenses/by-nc-sa/4.0/
"Crested Lark","Galerida cristata",,"Stanislas Wroza",2020-01-18,09:00,"Corbreuse, Essonne, Île-de-France",France,48.4767,1.9342,150,"flight call","

bird-seen:yes

playback-used:no",,522185,//creativecommons.org/licenses/by-nc-sa/4.0/
"Sand Martin","Riparia riparia",,"Tanguy Loïs",2021-04-04,08:00,"Saint-Lucien, Yvelines, Île-de-France",France,48.6404,1.6493,150,"alarm call, flight call","

bird-seen:yes

playback-used:no","Anas platyrhynchos,Sylvia atricapilla",635914,//creativecommons.org/licenses/by-nc-sa/4.0/
"Barn Swallow","Hirundo rustica",,"Tanguy Loïs",2021-04-04,09:00,"Hermeray, Yvelines, Île-de-France",France,48.6355,1.676,140,song,"

bird-seen:yes

playback-used:no",,635917,//creativecommons.org/licenses/by-nc-sa/4.0/
"Barn Swallow","Hirundo rustica",,"Tanguy Loïs",2020-06-09,08:30,"Hermeray, Yvelines, Île-de-France",France,48.6355,1.6745,140,song,"

bird-seen:yes

playback-used:no",,566676,//creativecommons.org/licenses/by-nc-sa/4.0/
"Barn Swallow","Hirundo rustica",rustica,"julien Rochefort",2016-03-24,11:00,"Jaulnes, Seine-et-Marne, Île-de-France",France,48.44,3.2828,50,"flight call, song","Few birds in flight. 

bird-seen:yes

playback-used:no",,309194,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common House Martin","Delichon urbicum",,"Tanguy Loïs",2020-06-10,18:00,"Raizeux, Yvelines, Île-de-France",France,48.643,1.6914,130,"call, flight call","bird-seen:yes

playback-used:no","Fringilla coelebs",567173,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cetti's Warbler","Cettia cetti",,"Stanislas Wroza",2021-01-07,08:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,song,"

bird-seen:yes

playback-used:no",,613698,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cetti's Warbler","Cettia cetti",,"Stanislas Wroza",2020-12-12,08:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,song,"

bird-seen:yes

playback-used:no",,608336,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cetti's Warbler","Cettia cetti",,"Stanislas Wroza",2020-12-12,08:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"complex song, song","

bird-seen:yes

playback-used:no",,608335,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cetti's Warbler","Cettia cetti",,"Stanislas Wroza",2020-12-12,08:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"complex song, song","

bird-seen:yes

playback-used:no",,608334,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cetti's Warbler","Cettia cetti",,"Stanislas Wroza",2020-12-12,08:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,song,"

bird-seen:yes

playback-used:no",,608333,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cetti's Warbler","Cettia cetti",,"Cédric JOUVE",2020-12-05,09:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7018,2.1218,60,"alarm call, call","

bird-seen:yes

playback-used:no",,607214,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cetti's Warbler","Cettia cetti",,"Stanislas Wroza",2020-11-28,08:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"call, isolated tek call","

bird-seen:yes

playback-used:no",,606392,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cetti's Warbler","Cettia cetti",,"Tanguy Loïs",2020-06-23,21:00,"Forêt Domaniale de Rambouillet (near  Les Bréviaires), Yvelines, Île-de-France",France,48.725,1.8083,170,song,"

bird-seen:no

playback-used:no","Phylloscopus collybita",570978,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cetti's Warbler","Cettia cetti",cetti,"julien Rochefort",2004-06-21,12:00,"Écharcon, Essonne, Île-de-France",France,48.5616,2.3951,50,"alarm call","

bird-seen:yes

playback-used:no",,146706,//creativecommons.org/licenses/by-nc-sa/3.0/
"Long-tailed Tit","Aegithalos caudatus",,Temnothorax,2021-05-04,18:00,"Rungis, Val-de-Marne, Île-de-France",France,48.7515,2.351,80,uncertain,"##Aegithalos caudatus##

The individuals were eating small flying insects after a rainfall during the few minutes of direct sunlight at the time.
Frequency range: 6,4-9,6 kHz.
Habitat: School recreation area.
Position: branches of Aesculus hippocastanum, 3 m above ground.

bird-seen:yes",,646444,//creativecommons.org/licenses/by-nc-nd/4.0/
"Long-tailed Tit","Aegithalos caudatus",,"Stanislas Wroza",2021-03-07,08:00,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,"flight call","

bird-seen:yes

playback-used:no",,627271,//creativecommons.org/licenses/by-nc-sa/4.0/
"Long-tailed Tit","Aegithalos caudatus",,"Tanguy Loïs",2020-06-16,19:30,"Saint-Hilarion, Yvelines, Île-de-France",France,48.6302,1.7044,170,call,"

bird-seen:yes

playback-used:no","Turdus merula,Phylloscopus collybita",569048,//creativecommons.org/licenses/by-nc-sa/4.0/
"Long-tailed Tit","Aegithalos caudatus",europaeus,"Stanislas Wroza",2019-11-24,08:30,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"flight call","

bird-seen:yes

playback-used:no",,522822,//creativecommons.org/licenses/by-nc-sa/4.0/
"Long-tailed Tit","Aegithalos caudatus",europaeus,"Stanislas Wroza",2019-12-30,08:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call","

bird-seen:yes

playback-used:no",,519529,//creativecommons.org/licenses/by-nc-sa/4.0/
"Long-tailed Tit","Aegithalos caudatus",europaeus,"julien Rochefort",2016-03-22,10:30,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,"call, excited nuptial calls","Two birds, certainly a pair. Very excited nuptial calls.

bird-seen:yes

playback-used:no",,309151,//creativecommons.org/licenses/by-nc-sa/4.0/
"Long-tailed Tit","Aegithalos caudatus",,"Fernand Deroussen",2014-01-01,09:30,"Paris, Paris, Île-de-France",France,48.8275,2.4127,50,call,"individu isolé

bird-seen:yes

playback-used:no",,162216,//creativecommons.org/licenses/by-nc-nd/3.0/
"Wood Warbler","Phylloscopus sibilatrix",,"Stanislas Wroza",2020-05-16,21:00,"Rochefort-en-Yvelines, Yvelines, Île-de-France",France,48.6036,1.9584,110,call,"

bird-seen:yes

playback-used:no",,560794,//creativecommons.org/licenses/by-nc-sa/4.0/
"Wood Warbler","Phylloscopus sibilatrix",,"Stanislas Wroza",2020-05-16,21:00,"Rochefort-en-Yvelines, Yvelines, Île-de-France",France,48.6036,1.9584,110,call,"

bird-seen:yes

playback-used:no",,560792,//creativecommons.org/licenses/by-nc-sa/4.0/
"Wood Warbler","Phylloscopus sibilatrix",,"Stanislas Wroza",2019-05-19,07:00,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,call,"

bird-seen:yes

playback-used:no",,476953,//creativecommons.org/licenses/by-nc-sa/4.0/
"Western Bonelli's Warbler","Phylloscopus bonelli",,"Stanislas Wroza",2020-05-18,06:00,"Fontainebleau, Seine-et-Marne, Île-de-France",France,48.3914,2.5971,130,"call, flight call, fluttering call","

bird-seen:yes

playback-used:no",,560397,//creativecommons.org/licenses/by-nc-sa/4.0/
"Western Bonelli's Warbler","Phylloscopus bonelli",,"Stanislas Wroza",2020-05-18,06:00,"Fontainebleau, Seine-et-Marne, Île-de-France",France,48.3914,2.5971,130,"call, flight call, fluttering call","

bird-seen:yes

playback-used:no",,560396,//creativecommons.org/licenses/by-nc-sa/4.0/
"Western Bonelli's Warbler","Phylloscopus bonelli",,"Stanislas Wroza",2019-05-19,07:00,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,"flight call","

bird-seen:yes

playback-used:no",,476932,//creativecommons.org/licenses/by-nc-sa/4.0/
"Yellow-browed Warbler","Phylloscopus inornatus",,"Stanislas Wroza",2020-11-28,08:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,call,"

bird-seen:yes

playback-used:no",,606434,//creativecommons.org/licenses/by-nc-sa/4.0/
"Willow Warbler","Phylloscopus trochilus",,"Tanguy Loïs",2021-04-18,18:00,"Poigny-la-Forêt, Yvelines, Île-de-France",France,48.6858,1.7374,150,song,"

bird-seen:yes","Cuculus canorus,Erithacus rubecula",640339,//creativecommons.org/licenses/by-nc-sa/4.0/
"Willow Warbler","Phylloscopus trochilus",,"Stanislas Wroza",2020-05-16,21:00,"Rochefort-en-Yvelines, Yvelines, Île-de-France",France,48.6036,1.9584,110,song,"

bird-seen:yes

playback-used:no",,560790,//creativecommons.org/licenses/by-nc-sa/4.0/
"Willow Warbler","Phylloscopus trochilus",,"Stanislas Wroza",2020-05-16,21:00,"Rochefort-en-Yvelines, Yvelines, Île-de-France",France,48.6036,1.9584,110,song,"

bird-seen:yes

playback-used:no",,560787,//creativecommons.org/licenses/by-nc-sa/4.0/
"Willow Warbler","Phylloscopus trochilus",,"Stanislas Wroza",2020-05-16,21:00,"Rochefort-en-Yvelines, Yvelines, Île-de-France",France,48.6036,1.9584,110,"call, flight call","

bird-seen:yes

playback-used:no",,560783,//creativecommons.org/licenses/by-nc-sa/4.0/
"Willow Warbler","Phylloscopus trochilus",,"Stanislas Wroza",2020-04-23,07:00,"Ville-d'Avray, Hauts-de-Seine, Île-de-France",France,48.8205,2.1781,130,"alarm call, high whistle","

bird-seen:yes

playback-used:no",,549567,//creativecommons.org/licenses/by-nc-sa/4.0/
"Willow Warbler","Phylloscopus trochilus",,"Stanislas Wroza",2020-04-23,07:00,"Ville-d'Avray, Hauts-de-Seine, Île-de-France",France,48.8205,2.1781,130,song,"

bird-seen:yes

playback-used:no",,549566,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",collybita,"Manuel Grosselet",2022-04-20,17:30,"Sausset Park (near  Aulnay-sous-Bois), Seine-Saint-Denis, Île-de-France",France,48.9595,2.5111,70,"call, life stage uncertain","wildtronics mono amplified
tascam dr05

bird-seen:yes

playback-used:no",,716795,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",tristis,"Stanislas Wroza",2021-12-19,09:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,call,"

bird-seen:yes

playback-used:no",,692365,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",tristis,"Stanislas Wroza",2021-12-19,09:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"alarm call, fluttering calls, very thin calls","

bird-seen:yes

playback-used:no",,692358,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",tristis,"Stanislas Wroza",2021-12-19,09:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"alarm call, fluttering calls, very thin calls","

bird-seen:yes

playback-used:no",,692355,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",,"Stanislas Wroza",2020-11-28,08:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"alarm call, flight call, fluttering call, interaction calls, trill","

bird-seen:yes

playback-used:no",,606426,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",tristis,"Stanislas Wroza",2020-11-28,08:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,call,"

bird-seen:yes

playback-used:no",,606417,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",tristis,"Stanislas Wroza",2020-11-28,08:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,call,"

bird-seen:yes

playback-used:no",,606415,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",tristis,"Stanislas Wroza",2020-11-29,08:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"call, interaction calls, short calls","

bird-seen:yes

playback-used:no",,606373,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",tristis,"Stanislas Wroza",2020-11-29,08:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,call,"

bird-seen:yes

playback-used:no",,606371,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",,"Stanislas Wroza",2020-06-27,12:00,"Forêt Domaniale de Rambouillet (near  Gambaiseuil), Yvelines, Île-de-France",France,48.7426,1.7586,170,"call, incurvated call","

bird-seen:yes

playback-used:no",,572009,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",,"Stanislas Wroza",2020-06-27,12:00,"Forêt Domaniale de Rambouillet (near  Gambaiseuil), Yvelines, Île-de-France",France,48.7426,1.7586,170,"call, incurvated call","

bird-seen:yes

playback-used:no",,572008,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",,"Stanislas Wroza",2020-04-04,07:00,"Ville-d'Avray, Hauts-de-Seine, Île-de-France",France,48.8205,2.1781,130,call,"

bird-seen:yes

playback-used:no",,541596,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",,"Stanislas Wroza",2020-04-04,07:00,"Ville-d'Avray, Hauts-de-Seine, Île-de-France",France,48.8205,2.1781,130,"call, flight call, fluttering call","

bird-seen:yes

playback-used:no",,541594,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",,"Stanislas Wroza",2020-03-14,07:30,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,song,"

bird-seen:yes

playback-used:no",,535498,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",,"Stanislas Wroza",2020-03-14,07:30,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,song,"

bird-seen:yes

playback-used:no",,535497,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",,"Stanislas Wroza",2020-03-17,07:00,"Villepreux, Yvelines, Île-de-France",France,48.8441,2.0031,80,"fluttering call","

bird-seen:yes

playback-used:no",,535429,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",,"Stanislas Wroza",2019-11-24,08:30,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,call,"

bird-seen:yes

playback-used:no",,522839,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",,"Stanislas Wroza",2019-11-24,08:30,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,call,"

bird-seen:yes

playback-used:no",,522837,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chiffchaff","Phylloscopus collybita",,"julien Rochefort",2013-08-30,12:00,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,call,"Sweeo-calling bird. Flying a little to another tree after the first call. Then perched, calling again. 

bird-seen:yes

playback-used:no",,146749,//creativecommons.org/licenses/by-nc-sa/3.0/
"Iberian Chiffchaff","Phylloscopus ibericus",,"Jérôme DEMEULLE",2020-05-21,13:05,"Fontainebleau, Seine-et-Marne, Île-de-France",France,48.3986,2.5993,120,"adult, male, song","

bird-seen:yes

playback-used:no",,580518,//creativecommons.org/licenses/by-nc-sa/4.0/
"Iberian Chiffchaff","Phylloscopus ibericus",,"Stanislas Wroza",2020-05-12,06:00,"Fontainebleau, Seine-et-Marne, Île-de-France",France,48.3979,2.5953,130,"alarm call, call, flight call, fluttering call","

bird-seen:yes

playback-used:no",,557556,//creativecommons.org/licenses/by-nc-sa/4.0/
"Iberian Chiffchaff","Phylloscopus ibericus",,"Stanislas Wroza",2020-05-12,06:00,"Fontainebleau, Seine-et-Marne, Île-de-France",France,48.3979,2.5953,130,song,"

bird-seen:yes

playback-used:no",,557533,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Reed Warbler","Acrocephalus scirpaceus",,"Stanislas Wroza",2020-06-23,21:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"alarm call, call","Id 90%

bird-seen:yes

playback-used:no",,571354,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Reed Warbler","Acrocephalus scirpaceus",,"Stanislas Wroza",2020-06-20,05:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"""drett"", call","

bird-seen:yes

playback-used:no",,570171,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Reed Warbler","Acrocephalus scirpaceus",,"Stanislas Wroza",2020-06-20,05:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,song,"

bird-seen:yes

playback-used:no",,570165,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Reed Warbler","Acrocephalus scirpaceus",,"Stanislas Wroza",2019-08-03,06:30,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"""trret"" call, call, rattle","

bird-seen:no

playback-used:no",,490860,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Reed Warbler","Acrocephalus scirpaceus",,"Stanislas Wroza",2019-08-03,06:30,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"""trret"" call, call","

bird-seen:no

playback-used:no",,490858,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Reed Warbler","Acrocephalus scirpaceus",,"Stanislas Wroza",2019-08-03,06:30,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"""trret"" call, alarm call, call, juvenile","

bird-seen:yes

playback-used:no",,490850,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Reed Warbler","Acrocephalus scirpaceus",,"Stanislas Wroza",2019-08-03,06:30,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"begging call, call, juvenile","

bird-seen:yes

playback-used:no",,490848,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-08-02,06:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"""tek"", call, flight call","

bird-seen:yes

playback-used:no",,580476,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-08-02,06:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"""tek"", call","

bird-seen:yes

playback-used:no",,580475,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-06-21,20:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, rattle","Sound trap. Close to the nest.

bird-seen:no

playback-used:no",,571493,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-22,06:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"""tek"", call","

bird-seen:yes

playback-used:no",,560947,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-22,06:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"""tek"", call, flight call","

bird-seen:yes

playback-used:no",,560946,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-22,06:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"""tek"", call, female, flight call","

bird-seen:yes

playback-used:no",,560936,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-22,05:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"alarm call, odd interaction call","

bird-seen:yes

playback-used:no",,560925,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-22,05:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"call, mimicry/imitation, song","

bird-seen:yes

playback-used:no",,560916,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-21,09:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"mimicry/imitation, song","

bird-seen:yes

playback-used:no",,560911,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-21,09:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"""tek"", call","

bird-seen:yes

playback-used:no",,560907,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-21,09:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"deep song, song","

bird-seen:yes

playback-used:no",,560903,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-21,09:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"mimicry/imitation, song","

bird-seen:yes

playback-used:no",,560900,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-21,09:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"mimicry/imitation, song","

bird-seen:yes

playback-used:no",,560898,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-21,09:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"mimicry/imitation, song","

bird-seen:yes

playback-used:no",,560897,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-18,06:00,"Fontainebleau, Seine-et-Marne, Île-de-France",France,48.3914,2.5971,130,"""tak"", call","

bird-seen:yes

playback-used:no",,560413,//creativecommons.org/licenses/by-nc-sa/4.0/
"Marsh Warbler","Acrocephalus palustris",,"Stanislas Wroza",2020-05-18,06:00,"Fontainebleau, Seine-et-Marne, Île-de-France",France,48.3914,2.5971,130,"""tak"", call","

bird-seen:yes

playback-used:no",,560412,//creativecommons.org/licenses/by-nc-sa/4.0/
"Melodious Warbler","Hippolais polyglotta",,"julien Rochefort",2021-05-19,03:30,"Forêt de Sénart (near  Montgeron), Essonne, Île-de-France",France,48.6825,2.4771,90,"nocturnal flight call, song","A bird  (probably a male) uttering a song sentence introduction. To compare, see  XC576201. Thanks to Frédéric Cazaban for identification ! First time here for this species during night migration.

bird-seen:no

playback-used:no",,650497,//creativecommons.org/licenses/by-nc-sa/4.0/
"Melodious Warbler","Hippolais polyglotta",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,"call, whistle","

bird-seen:yes

playback-used:no",,556892,//creativecommons.org/licenses/by-nc-sa/4.0/
"Melodious Warbler","Hippolais polyglotta",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,"call, rattle","

bird-seen:yes

playback-used:no",,556886,//creativecommons.org/licenses/by-nc-sa/4.0/
"Melodious Warbler","Hippolais polyglotta",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,song,"

bird-seen:yes

playback-used:no",,556860,//creativecommons.org/licenses/by-nc-sa/4.0/
