"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Common Moorhen","Gallinula chloropus",,"Stanislas Wroza",2020-03-01,19:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, rolled call","

bird-seen:no

playback-used:no",,534748,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Coot","Fulica atra",,"Bertrand Dallet",2021-02-05,01:30,"Les Molières, Essonne, Île-de-France",France,48.6715,2.0578,170,"nocturnal flight call","

bird-seen:no

playback-used:no",,709581,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Coot","Fulica atra",,"julien Rochefort",2018-08-09,03:10,"Savigny-sur-Orge, Essonne, Île-de-France",France,48.675,2.3501,50,"nocturnal flight call","

bird-seen:no

playback-used:no",,597487,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Coot","Fulica atra",,"julien Rochefort",2018-05-23,00:24,"Savigny-sur-Orge, Essonne, Île-de-France",France,48.675,2.3501,50,"nocturnal flight call","In the beginning, wing beats by the bird. After, calls. 

bird-seen:no

playback-used:no",,597486,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Coot","Fulica atra",,"Stanislas Wroza",2020-04-04,07:00,"Versailles, Yvelines, Île-de-France",France,48.8205,2.1781,130,"alarm call, call, outburst","

bird-seen:yes

playback-used:no",,541504,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Coot","Fulica atra",,"Marie-Lan Taÿ Pamart",2020-01-12,15:30,"Park Pâtis (near  Meaux), Seine-et-Marne, Île-de-France",France,48.9482,2.8902,60,"adult, call, sex uncertain","Group of coots chatting on a lake in a peri-urban nature reserve.

Distance: >20m

Equipment: Tascam DR-100MkIII + Sennheiser K6/ME66

Edits: -6dB high-pass filter at 700Hz

bird-seen:yes

playback-used:no",,519437,//creativecommons.org/licenses/by-sa/4.0/
"Little Grebe","Tachybaptus ruficollis",,"Tanguy Loïs",2022-04-23,02:00,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,"""whee"" call, nocturnal flight call","

bird-seen:no

playback-used:no",,717374,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Grebe","Tachybaptus ruficollis",,"Tanguy Loïs",2022-04-15,00:30,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,"""whee"" call, nocturnal flight call","

bird-seen:no

playback-used:no",,715637,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Grebe","Tachybaptus ruficollis",,"Tanguy Loïs",2021-04-05,04:00,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,"nocturnal flight call","

bird-seen:no

playback-used:no",,636036,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Grebe","Tachybaptus ruficollis",,"julien Rochefort",2018-06-06,01:35,"Savigny-sur-Orge, Essonne, Île-de-France",France,48.675,2.3501,50,"nocturnal flight call","

bird-seen:no

playback-used:no",,597733,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Grebe","Tachybaptus ruficollis",,"julien Rochefort",2020-04-03,05:05,"Savigny-sur-Orge, Essonne, Île-de-France",France,48.675,2.3501,50,"nocturnal flight call","

bird-seen:no

playback-used:no",,597731,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Grebe","Tachybaptus ruficollis",,"david thorns",2020-03-25,22:30,"Montreuil, Seine-Saint-Denis, Île-de-France",France,48.8575,2.4542,120,"life stage uncertain, nocturnal flight call, sex uncertain","High Pass Filter used in Audacity to remove some background noise. Flyover just before midnight. ID based on knowledge of previous recordings , most notably XC488893.

bird-seen:no

playback-used:no",,540700,//creativecommons.org/licenses/by-nc-sa/4.0/
"Great Crested Grebe","Podiceps cristatus",,"Tanguy Loïs",2021-04-08,08:00,"Forêt Domaniale de Rambouillet (near  Les Bréviaires), Yvelines, Île-de-France",France,48.725,1.8083,170,call,"

bird-seen:yes

playback-used:no",,637061,//creativecommons.org/licenses/by-nc-sa/4.0/
"Great Crested Grebe","Podiceps cristatus",,"Stanislas Wroza",2019-03-30,07:00,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"alarm call","

bird-seen:yes

playback-used:no",,464116,//creativecommons.org/licenses/by-nc-sa/4.0/
"Great Crested Grebe","Podiceps cristatus",,"Stanislas Wroza",2019-03-30,07:00,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"alarm call","

bird-seen:yes

playback-used:no",,464115,//creativecommons.org/licenses/by-nc-sa/4.0/
"Great Crested Grebe","Podiceps cristatus",,"Stanislas Wroza",2019-03-30,07:00,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"alarm call","

bird-seen:yes

playback-used:no",,464114,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Stone-curlew","Burhinus oedicnemus",,"julien Rochefort",2021-04-09,05:42,"Forêt de Sénart (near  Draveil), Essonne, Île-de-France",France,48.6741,2.4511,90,"nocturnal flight call","A short call. 

bird-seen:no

playback-used:no",,637855,//creativecommons.org/licenses/by-nc-sa/4.0/
"Pied Avocet","Recurvirostra avosetta",,"Tanguy Loïs",2021-04-08,08:00,"Forêt Domaniale de Rambouillet (near  Les Bréviaires), Yvelines, Île-de-France",France,48.725,1.8083,170,"flight call","

bird-seen:yes

playback-used:no",,637068,//creativecommons.org/licenses/by-nc-sa/4.0/
"Northern Lapwing","Vanellus vanellus",,"Julien Bottinelli",2021-10-16,23:00,"Mouroux, Seine-et-Marne, Île-de-France",France,48.8268,3.0707,140,"nocturnal flight call","

bird-seen:no

playback-used:no",,681050,//creativecommons.org/licenses/by-nc-sa/4.0/
"Northern Lapwing","Vanellus vanellus",,"julien Rochefort",2013-09-08,14:00,"Prunay-sur-Essonne, Essonne, Île-de-France",France,48.352,2.3572,110,"flight call","One call by a bird in flight close to me (20 m).

bird-seen:yes

playback-used:no",,147425,//creativecommons.org/licenses/by-nc-sa/3.0/
"European Golden Plover","Pluvialis apricaria",,"Tanguy Loïs",2022-01-21,02:30,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,"nocturnal flight call","

bird-seen:no

playback-used:no",,698004,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Golden Plover","Pluvialis apricaria",,"Tanguy Loïs",2021-02-17,19:30,"Raizeux, Yvelines, Île-de-France",France,48.6332,1.6992,170,"nocturnal flight call","

bird-seen:no

playback-used:no",,622165,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Plover","Pluvialis squatarola",,"julien Rochefort",2021-08-10,22:56,"Forêt de Sénart (near  Draveil), Essonne, Île-de-France",France,48.6741,2.4511,90,"nocturnal flight call","

bird-seen:no

playback-used:no",,667805,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Ringed Plover","Charadrius hiaticula",,"Julien Bottinelli",2021-09-11,01:00,"Mouroux, Seine-et-Marne, Île-de-France",France,48.8268,3.0707,140,"nocturnal flight call","

bird-seen:no

playback-used:no",,673656,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Ringed Plover","Charadrius dubius",,"julien Rochefort",2020-04-27,02:26,"Savigny-sur-Orge, Essonne, Île-de-France",France,48.675,2.3501,50,"nocturnal flight call","One perfect call just above my parabola. And wing beats !!

bird-seen:no

playback-used:no",,551781,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Ringed Plover","Charadrius dubius",,"Bertrand Dallet",2015-05-25,07:30,"Senlisse, Yvelines, Île-de-France",France,48.6716,1.9949,180,"call, song","Coming to a halt, next to stagnant pool.

bird-seen:yes

playback-used:no","Motacilla alba",505742,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Ringed Plover","Charadrius dubius",curonicus,"julien Rochefort",2016-03-24,16:00,"Jaulnes, Seine-et-Marne, Île-de-France",France,48.44,3.2828,50,"flight call","In flight. The classical flight call. Four or five birds. 

bird-seen:yes

playback-used:no","Calidris alpina",309211,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Ringed Plover","Charadrius dubius",curonicus,"julien Rochefort",2016-03-24,16:00,"Jaulnes, Seine-et-Marne, Île-de-France",France,48.44,3.2828,50,call,"On the ground. Diversity of calls. 

bird-seen:yes

playback-used:no",,309209,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Ringed Plover","Charadrius dubius",curonicus,"julien Rochefort",2016-03-24,16:00,"Jaulnes, Seine-et-Marne, Île-de-France",France,48.44,3.2828,50,call,"On the ground.

bird-seen:yes

playback-used:no",,309208,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Ringed Plover","Charadrius dubius",curonicus,"julien Rochefort",2016-03-24,16:30,"Jaulnes, Seine-et-Marne, Île-de-France",France,48.44,3.2828,50,call,"On the ground.

bird-seen:yes

playback-used:no",,309207,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Ringed Plover","Charadrius dubius",curonicus,"julien Rochefort",2016-03-24,16:30,"Jaulnes, Seine-et-Marne, Île-de-France",France,48.44,3.2828,50,"call, song","On the ground, one singing, then few calls.

bird-seen:yes

playback-used:no",,309206,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Ringed Plover","Charadrius dubius",curonicus,"julien Rochefort",2016-03-24,16:30,"Jaulnes, Seine-et-Marne, Île-de-France",France,48.44,3.2828,50,"call, song","On the ground, singing together, then few calls.  

bird-seen:yes

playback-used:no",,309205,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Curlew","Numenius arquata",,"Tanguy Loïs",2021-04-07,04:00,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,"nocturnal flight call","

bird-seen:no

playback-used:no",,637102,//creativecommons.org/licenses/by-nc-sa/4.0/
Dunlin,"Calidris alpina",,"julien Rochefort",2016-03-24,10:30,"Jaulnes, Seine-et-Marne, Île-de-France",France,48.44,3.2828,50,call,"Two birds in flight. During migration halt. 

bird-seen:yes

playback-used:no",,309174,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Woodcock","Scolopax rusticola",,"Bertrand Dallet",2019-06-15,22:50,"Forêt de Fontainebleau (near  Fontainebleau), Seine-et-Marne, Île-de-France",France,48.3935,2.6215,130,"call, flight call, song","Breeding calls

bird-seen:no

playback-used:no","Caprimulgus europaeus",712405,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Woodcock","Scolopax rusticola",,"Stanislas Wroza",2020-05-16,21:00,"Rochefort-en-Yvelines, Yvelines, Île-de-France",France,48.6036,1.9584,110,"call, flight call, rodding, song, various calls and sounds in flight","

bird-seen:yes

playback-used:no",,560673,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Woodcock","Scolopax rusticola",,"Stanislas Wroza",2020-03-07,07:00,"Rambouillet, Yvelines, Île-de-France",France,48.6647,1.8492,170,song,"

bird-seen:yes

playback-used:no",,533685,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Woodcock","Scolopax rusticola",,"julien Rochefort",2018-03-25,07:00,"Forêt Domaniale de Rambouillet (near  Gambaiseuil), Yvelines, Île-de-France",France,48.7426,1.7586,170,"flight call, song","Recorded with a fixed mic on the ground.

bird-seen:no

playback-used:no",,415121,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Snipe","Gallinago gallinago",,"Stanislas Wroza",2020-12-08,17:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"aberrant, alarm call, flight call, nasal call, nocturnal flight call, pure call","

bird-seen:no

playback-used:no",,608303,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Snipe","Gallinago gallinago",,"Stanislas Wroza",2020-10-13,19:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call","

bird-seen:yes

playback-used:no",,595049,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Snipe","Gallinago gallinago",,"Stanislas Wroza",2020-10-13,19:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call","

bird-seen:yes

playback-used:no",,595048,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Sandpiper","Actitis hypoleucos",,"julien Rochefort",2020-07-29,04:59,"Savigny-sur-Orge, Essonne, Île-de-France",France,48.675,2.3501,50,"nocturnal flight call","

bird-seen:no

playback-used:no",,579770,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green Sandpiper","Tringa ochropus",,"Greg P ",2022-03-30,01:00,"Marcel Paul (near  Vaires-sur-Marne), Seine-et-Marne, Île-de-France",France,48.8722,2.6478,40,"flight call, nocturnal flight call","

bird-seen:no

playback-used:no",,713372,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green Sandpiper","Tringa ochropus",,"Stanislas Wroza",2019-11-24,08:30,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"alarm call, flight call, short call while taking off","

bird-seen:yes

playback-used:no",,522815,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green Sandpiper","Tringa ochropus",,"Stanislas Wroza",2019-03-30,07:00,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"flight call","

bird-seen:yes

playback-used:no",,464101,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Greenshank","Tringa nebularia",,"Tanguy Loïs",2021-08-24,01:30,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,"nocturnal flight call","

bird-seen:no

playback-used:no",,670175,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Greenshank","Tringa nebularia",,"julien Rochefort",2021-04-13,03:51,"Forêt de Sénart (near  Draveil), Essonne, Île-de-France",France,48.6741,2.4511,90,"nocturnal flight call","

bird-seen:no

playback-used:no",,639474,//creativecommons.org/licenses/by-nc-sa/4.0/
"Black-headed Gull","Chroicocephalus ridibundus",,"Tanguy Loïs",2022-04-22,22:30,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,"nocturnal flight call","

bird-seen:no

playback-used:no",,717375,//creativecommons.org/licenses/by-nc-sa/4.0/
"Black-headed Gull","Chroicocephalus ridibundus",,"Marie-Lan Taÿ Pamart",2020-01-05,15:00,"Paris, Arrondissement de Paris, Île-de-France",France,48.8462,2.3372,50,"begging call, juvenile, sex uncertain","1st winter BHG amongst a group begging for food in a public park.

Distance: <2m

Equipment: Olympus LS-12 (internal mics)

Edits: -6dB high-pass filter at 900Hz

bird-seen:yes

playback-used:no",,516970,//creativecommons.org/licenses/by-sa/4.0/
"Black-headed Gull","Chroicocephalus ridibundus",,"Marie-Lan Taÿ Pamart",2019-12-09,14:30,"Paris, Arrondissement de Paris, Île-de-France",France,48.8462,2.3372,50,"adult, call, sex uncertain","Angry BHG attempting to chase away other gulls.

Distance: ~2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511438,//creativecommons.org/licenses/by-sa/4.0/
"Black-headed Gull","Chroicocephalus ridibundus",,"julien Rochefort",2016-03-24,10:30,"Jaulnes, Seine-et-Marne, Île-de-France",France,48.44,3.2828,50,"call, flight call","2 birds in flight. 

bird-seen:yes

playback-used:no",,309198,//creativecommons.org/licenses/by-nc-sa/4.0/
"Mediterranean Gull","Ichthyaetus melanocephalus",,"Bertrand Dallet",2017-04-15,11:30,"Les Molières, Essonne, Île-de-France",France,48.6614,2.06,170,"call, flight call","flock 20 birds

bird-seen:yes

playback-used:no","Erithacus rubecula",539876,//creativecommons.org/licenses/by-nc-sa/4.0/
"Mediterranean Gull","Ichthyaetus melanocephalus",,"julien Rochefort",2016-03-24,10:30,"Jaulnes, Seine-et-Marne, Île-de-France",France,48.44,3.2828,50,"flight call","A pair probably, one in flight, the other on the water.

bird-seen:yes

playback-used:no",,309196,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Tern","Sterna hirundo",,"Stanislas Wroza",2018-04-06,01:00,"Saclay, Essonne, Île-de-France",France,48.7429,2.1591,150,"flight call, nocturnal flight call","

bird-seen:no

playback-used:no",,553749,//creativecommons.org/licenses/by-nc-sa/4.0/
"Great Cormorant","Phalacrocorax carbo",,"Stanislas Wroza",2021-12-19,09:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"flight call, wingbeats","

bird-seen:yes

playback-used:no",,692346,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Bittern","Botaurus stellaris",,"Greg P ",2022-03-21,00:30,"Marcel Paul (near  Vaires-sur-Marne), Seine-et-Marne, Île-de-France",France,48.8722,2.6478,40,"nocturnal flight call","

bird-seen:no

playback-used:no",,713363,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Bittern","Ixobrychus minutus",,Hurtrel,2021-10-10,01:30,"Arrondissement de Torcy (near  Chelles), Seine-et-Marne, Île-de-France",France,48.8964,2.6163,60,"nocturnal flight call","shorebird in nocturnal flight

bird-seen:no",,680655,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Bittern","Ixobrychus minutus",,"Julien Bottinelli",2021-09-12,00:30,"Mouroux, Seine-et-Marne, Île-de-France",France,48.8268,3.0707,140,"nocturnal flight call","

bird-seen:no

playback-used:no",,676284,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Bittern","Ixobrychus minutus",,"julien Rochefort",2021-05-09,00:10,"Forêt de Sénart (near  Montgeron), Essonne, Île-de-France",France,48.6825,2.4771,90,"nocturnal flight call","

bird-seen:no

playback-used:no",,646983,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Heron","Ardea cinerea",,"Tanguy Loïs",2022-01-17,22:00,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,"nocturnal flight call","

bird-seen:no

playback-used:no",,697716,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Heron","Ardea cinerea",,"Stanislas Wroza",2020-11-29,17:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"flight call, hoarse call, nocturnal flight call","

bird-seen:no

playback-used:no",,607263,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Heron","Ardea cinerea",,"julien Rochefort",2019-05-31,00:01,"Savigny-sur-Orge, Essonne, Île-de-France",France,48.675,2.3501,50,"nocturnal flight call","

bird-seen:no

playback-used:no",,596891,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Heron","Ardea cinerea",,"Stanislas Wroza",2018-04-06,01:00,"Saclay, Essonne, Île-de-France",France,48.7429,2.1591,150,"flight call, nocturnal flight call","

bird-seen:no

playback-used:no",,553783,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Heron","Ardea cinerea",,"Stanislas Wroza",2020-01-25,09:00,"Dampierre-en-Yvelines, Yvelines, Île-de-France",France,48.7129,1.9794,100,"flight call","

bird-seen:yes

playback-used:no",,522583,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Heron","Ardea cinerea",,"Stanislas Wroza",2019-08-10,00:00,"Parc de Saint-Cloud (near  Saint-Cloud), Hauts-de-Seine, Île-de-France",France,48.8306,2.1999,130,"flight call, nocturnal flight call","

bird-seen:yes

playback-used:no",,496570,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Heron","Ardea cinerea",,"Stanislas Wroza",2019-08-10,00:00,"Parc de Saint-Cloud (near  Saint-Cloud), Hauts-de-Seine, Île-de-France",France,48.8306,2.1999,130,"flight call, nocturnal flight call","

bird-seen:yes

playback-used:no",,496569,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Heron","Ardea cinerea",,"Stanislas Wroza",2019-08-10,00:00,"Parc de Saint-Cloud (near  Saint-Cloud), Hauts-de-Seine, Île-de-France",France,48.8306,2.1999,130,"flight call, nocturnal flight call","

bird-seen:yes

playback-used:no",,496568,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Heron","Ardea cinerea",cinerea,"julien Rochefort",2016-03-22,10:30,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,call,"Two individual in flight, probably during migration. Just one is calling. 

bird-seen:yes

playback-used:no",,309150,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Honey Buzzard","Pernis apivorus",,"Stanislas Wroza",2021-05-04,18:30,"Les Peupliers (near  Ville-d'Avray), Hauts-de-Seine, Île-de-France",France,48.8203,2.167,150,"call, flight call","

bird-seen:yes

playback-used:no",,645768,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Honey Buzzard","Pernis apivorus",,"Stanislas Wroza",2021-05-04,18:30,"Les Peupliers (near  Ville-d'Avray), Hauts-de-Seine, Île-de-France",France,48.8203,2.167,150,"call, flight call","

bird-seen:yes

playback-used:no",,645767,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Honey Buzzard","Pernis apivorus",,"Stanislas Wroza",2021-05-04,18:30,"Les Peupliers (near  Ville-d'Avray), Hauts-de-Seine, Île-de-France",France,48.8203,2.167,150,"call, flight call","

bird-seen:yes

playback-used:no",,645766,//creativecommons.org/licenses/by-nc-sa/4.0/
"Northern Goshawk","Accipiter gentilis",,"Stanislas Wroza",2021-01-30,09:00,"Gazeran, Yvelines, Île-de-France",France,48.6118,1.7581,180,"flight call, song","

bird-seen:yes

playback-used:no",,619727,//creativecommons.org/licenses/by-nc-sa/4.0/
